ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2020-02-25 03:47:30,2020-02-25 03:47:34,4.290,52.188.42.235,217.15.20.194,443,60378,TCP,...A..S.,0,0,11,7036,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:36,2020-02-25 03:47:36,0.000,185.5.160.139,217.15.20.194,80,63133,TCP,...A..S.,0,0,5,2188,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:38,2020-02-25 03:47:38,0.000,204.79.197.200,217.15.20.194,443,60411,TCP,...A..S.,0,0,11,8226,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:41,2020-02-25 03:47:41,0.000,93.92.192.5,217.15.20.194,2022,19789,TCP,...A..S.,0,0,9,2528,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:43:55,2020-02-25 03:47:55,240.040,173.194.221.94,217.15.20.194,443,56037,TCP,...A..S.,0,0,20,4215,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:56,2020-02-25 03:47:56,0.000,209.17.96.154,217.15.20.194,58646,80,TCP,......S.,0,0,3,128,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:51,2020-02-25 03:48:02,11.080,92.118.38.58,217.15.20.194,3120,25,TCP,......S.,0,0,18,1031,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:57,2020-02-25 03:48:04,6.810,77.111.247.11,217.15.20.194,443,60489,TCP,...A..S.,0,0,19,3368,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:02,2020-02-25 03:48:04,2.160,77.111.247.11,217.15.20.194,443,60513,TCP,...A..S.,0,0,77,56503,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:02,2020-02-25 03:48:04,2.160,185.26.182.118,217.15.20.194,443,60517,TCP,...A..S.,0,0,10,4725,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:03,2020-02-25 03:48:04,1.080,68.232.34.200,217.15.20.194,443,56211,TCP,...A..S.,0,0,19,11110,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:03,2020-02-25 03:48:04,1.240,13.94.251.244,217.15.20.194,443,52831,TCP,...A..S.,0,0,14,7293,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:44:04,2020-02-25 03:48:05,240.200,173.194.222.100,217.15.20.194,443,59272,TCP,...A..S.,0,0,28,6874,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:11,2020-02-25 03:48:11,0.000,209.17.96.154,217.15.20.194,57959,80,TCP,......S.,0,0,7,527,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:27,2020-02-25 03:48:13,45.200,77.111.247.11,217.15.20.194,443,54549,TCP,...A..S.,0,0,22,9286,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:04,2020-02-25 03:48:14,9.880,77.111.247.11,217.15.20.194,443,56216,TCP,...A..S.,0,0,69,55969,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:04,2020-02-25 03:48:14,9.890,185.26.182.118,217.15.20.194,443,56213,TCP,...A..S.,0,0,7,645,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:18,2020-02-25 03:48:18,0.000,35.222.85.5,217.15.20.194,80,37610,TCP,...A..S.,0,0,6,476,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:44:18,2020-02-25 03:48:18,240.070,108.177.14.95,217.15.20.194,443,59276,TCP,...A..S.,0,0,27,10332,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:44:18,2020-02-25 03:48:18,240.230,108.177.14.95,217.15.20.194,443,59277,TCP,...A..S.,0,0,23,2575,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:31:45,2020-02-25 03:48:21,996.150,64.233.165.18,217.15.20.194,443,62373,TCP,...A..S.,0,0,188,31229,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:17,2020-02-25 03:48:24,6.850,77.111.247.11,217.15.20.194,443,58105,TCP,...A..S.,0,0,126,110705,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:21,2020-02-25 03:48:24,2.810,77.111.247.11,217.15.20.194,443,58117,TCP,...A..S.,0,0,17,2985,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:17,2020-02-25 03:48:24,6.860,185.26.182.118,217.15.20.194,443,58104,TCP,...A..S.,0,0,8,886,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:40:18,2020-02-25 03:48:26,487.700,31.216.147.133,217.15.20.194,443,59737,TCP,...A..S.,0,0,42,12430,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:22,2020-02-25 03:48:33,10.940,92.118.38.58,217.15.20.194,22904,25,TCP,......S.,0,0,18,1031,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:41,2020-02-25 03:48:41,0.000,93.92.192.5,217.15.20.194,2022,19932,TCP,...A..S.,0,0,9,2528,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:38,2020-02-25 03:48:44,66.530,204.79.197.200,217.15.20.194,443,60415,TCP,...A..S.,0,0,14,8456,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:44,2020-02-25 03:48:49,5.080,95.143.1.226,217.15.20.194,64386,80,TCP,......S.,0,0,8,835,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:46,2020-02-25 03:48:51,5.070,95.143.1.226,217.15.20.194,64392,443,TCP,......S.,0,0,12,1688,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:45,2020-02-25 03:48:51,6.650,95.143.1.226,217.15.20.194,64387,443,TCP,......S.,0,0,50,5266,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:46,2020-02-25 03:48:51,5.490,95.143.1.226,217.15.20.194,64391,443,TCP,......S.,0,0,69,4511,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:46,2020-02-25 03:48:51,5.510,95.143.1.226,217.15.20.194,64393,443,TCP,......S.,0,0,70,4554,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:46,2020-02-25 03:48:51,5.540,95.143.1.226,217.15.20.194,64395,443,TCP,......S.,0,0,66,4396,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:46,2020-02-25 03:48:52,5.860,95.143.1.226,217.15.20.194,64394,443,TCP,......S.,0,0,8,999,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:48,2020-02-25 03:48:53,5.040,141.8.183.203,217.15.20.194,47097,80,TCP,......S.,0,0,8,930,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:48,2020-02-25 03:48:53,5.690,141.8.142.75,217.15.20.194,42975,80,TCP,......S.,0,0,12,1522,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:26,2020-02-25 03:48:56,29.590,31.216.147.133,217.15.20.194,443,58128,TCP,...A..S.,0,0,12,5950,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 02:49:11,2020-02-25 03:48:57,3585.610,17.57.146.138,217.15.20.194,5223,54801,TCP,.E.A..S.,0,0,98,25746,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:13,2020-02-25 03:48:58,45.200,77.111.247.11,217.15.20.194,443,58077,TCP,...A..S.,0,0,23,9331,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:46:57,2020-02-25 03:49:02,125.070,40.114.211.99,217.15.20.194,443,51783,TCP,...A..S.,0,0,17,7613,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:53,2020-02-25 03:49:03,9.330,92.118.38.58,217.15.20.194,42654,25,TCP,......S.,0,0,18,1027,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:48:08,2020-02-25 03:49:08,60.080,151.101.38.133,217.15.20.194,80,58058,TCP,...A..S.,0,0,5,546,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:10,2020-02-25 03:49:14,4.300,52.188.42.235,217.15.20.194,443,60511,TCP,...A..S.,0,0,11,7037,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:17,2020-02-25 03:49:17,0.000,192.168.0.4,217.15.20.194,26368,26639,TCP,...AP.S.,0,0,2,192,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:17,2020-02-25 03:49:22,125.270,13.94.251.244,217.15.20.194,443,59977,TCP,...A..S.,0,0,16,7397,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:47:33,2020-02-25 03:49:36,123.010,13.94.251.244,217.15.20.194,443,53616,TCP,...A..S.,0,0,16,7397,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:25,2020-02-25 03:49:36,11.100,92.118.38.58,217.15.20.194,62648,25,TCP,......S.,0,0,18,1027,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:36,2020-02-25 03:49:36,0.000,37.140.192.157,217.15.20.194,35025,60615,TCP,...A..S.,0,0,27,1104,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:37,2020-02-25 03:49:37,0.000,37.140.192.157,217.15.20.194,35606,60616,TCP,...A..S.,0,0,21,864,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:37,2020-02-25 03:49:37,0.000,37.140.192.157,217.15.20.194,35281,60629,TCP,...A..S.,0,0,9,6533,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
2020-02-25 03:49:34,2020-02-25 03:49:39,5.390,95.143.1.226,217.15.20.194,64408,443,TCP,......S.,0,0,79,4471,0,0,4,1,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1969-12-31 19:00:00.000
